model,initialDens,initialTemp,NH2,zeta,radfield,Av,rout
1,304298.6320313070,46.2935,6.55576E+21,76.37478487952830,11.54649043153160,4.0973500000000000,0.0054
2,376617.06971416700,208.2295,5.1388E+21,4.842281131968150,16.49111423190960,3.2117500000000000,0.0031
3,73807.4158420103,85.35650000000000,1.545496E+22,17.05885980315720,23.96348623695610,9.65935,0.0609
4,405041.9451364930,179.3455,1.101256E+22,100.89043626704300,40.50885799982060,6.88285,0.0076
5,87558.84014131160,191.0035,7.35496E+21,9.224652183079840,79.05876029986370,4.59685,0.0214
6,30570.32106987660,147.1265,1.390264E+22,194.73768369921700,59.190226245687800,8.689150000000000,0.1305
7,10076.274729014500,20.802500000000000,1.04668E+22,94.74362558554420,4.531583637600820,6.54175,0.2852
8,485623.8413914260,55.6025,4.50952E+21,35.7972776331635,496.1922765442060,2.8184500000000000,0.002
9,293562.1096191420,198.8625,1.478536E+22,489.046325344451,481.3378347438690,9.24085,0.0147
10,203563.54247857800,77.75850000000000,8.0188E+21,192.86348051457400,11.666752908720200,5.01175,0.0103
11,12499.711805783700,22.3395,3.0076E+21,27.098796275090700,159.8269456452420,1.87975,0.0366
12,18988.90842101360,114.1825,7.45E+21,19.451361266585700,1.2608110314032000,4.65625,0.0999
13,459938.749388997,33.533500000000000,6.68248E+21,6.128440867429270,22.863883575787400,4.17655,0.0037
14,92193.43574515590,281.3675,1.013704E+22,270.7384885183080,14.694337144324900,6.33565,0.0301
15,103252.36310355200,176.12650000000000,1.003336E+22,90.02227831153440,6.08625297724272,6.27085,0.0266
16,153921.7526952460,21.875500000000000,9.20824E+21,31.17812543803460,8.282281741943560,5.7551500000000000,0.0161
17,53567.32999763020,214.7545,1.165912E+22,151.96724840962500,15.964304395662600,7.28695,0.061
18,10377.67343070860,281.97650000000000,8.85976E+21,100.75114721792000,411.1970591904100,5.53735,0.2268
19,19683.394644420500,66.10050000000000,1.032856E+22,29.62442980272570,73.17285494623270,6.455350000000000,0.1438
20,27321.214438784800,242.33350000000000,1.021192E+22,5.3969699506621200,1.3603479296836900,6.3824500000000000,0.1022
21,203095.35932282300,226.00650000000000,1.04812E+22,131.71947771235500,1.5151303578281900,6.55075,0.0143
22,20630.03667310710,260.74850000000000,1.10356E+22,2.08617146137123,219.45728396206100,6.89725,0.1483
23,300953.9168873200,262.9525,1.190248E+22,708.1903424268500,882.7749480928010,7.43905,0.0112
24,369913.34567034900,270.5795,1.52044E+22,204.38546149980400,695.584666774045,9.50275,0.012
25,18192.819052385500,150.95450000000000,3.6052E+21,155.14936413180000,47.549942926889800,2.2532500000000000,0.0358
26,78144.78488541830,116.87950000000000,1.52548E+22,8.72870869630423,1.0815584631500400,9.53425,0.0567
27,159037.66838224700,120.38850000000000,1.308472E+22,81.78054491655850,256.8916569808300,8.17795,0.0235
28,36702.8678481097,179.95450000000000,8.71288E+21,96.26091821158490,1.1343576389435900,5.44555,0.0629
29,16447.503973914600,238.8535,1.037608E+22,3.724345819022210,921.4038020952710,6.48505,0.173
30,128026.53747653000,124.10050000000000,8.74456E+21,927.7906681301890,227.0126194776190,5.46535,0.0182
31,375404.9544720840,93.50550000000000,1.157416E+22,386.14463034628900,12.553071427917300,7.23385,0.0087
32,20497.457754534000,274.0595,1.187224E+22,7.431046860606920,617.6607436768490,7.4201500000000000,0.1625
33,322181.05551771100,108.12150000000000,1.11364E+22,18.405600869594600,97.06217077668270,6.96025,0.0097
34,113841.34023961300,27.849500000000000,8.47528E+21,142.7085521414300,145.19444466828600,5.2970500000000000,0.0197
35,586003.2167510560,257.5005,1.4938E+22,554.1789175047930,563.8323629983800,9.33625,0.0075
36,806677.6045948460,165.1355,1.593592E+22,10.11230127424220,518.262755777424,9.959950000000000,0.0059
37,67592.73194551460,76.2215,5.69464E+21,347.4161474323920,2.7710859730855400,3.55915,0.0197
38,21842.38209137570,26.3995,6.81064E+21,33.13217907523910,16.321121581456900,4.2566500000000000,0.0774
39,403180.94644346500,41.682500000000000,1.434472E+22,5.747116489127690,3.221439651880590,8.96545,0.0103
40,450297.98128808900,211.5355,1.379176E+22,807.5138875050870,8.073279719662510,8.61985,0.0089
41,40935.490632955900,222.8165,1.3066E+22,121.99723844351000,46.38205643661350,8.16625,0.0909
42,567413.9384779080,140.5145,9.1996E+21,38.30451783938490,1.6089776076186300,5.749750000000000,0.0044
43,83849.40786218070,235.75050000000000,1.463272E+22,1.2171665258126500,328.73806915906700,9.14545,0.0505
44,20309.53593228220,65.7525,3.67E+21,1.5543542321149000,44.13163321181780,2.29375,0.0331
45,13743.58396297340,267.5345,1.2778E+22,1.2079528978183100,5.4607211501097500,7.98625,0.2637
46,847422.5179233060,30.0535,1.263832E+22,9.437348655141380,8.3743286355529,7.898950000000000,0.0043
47,20021.656215890400,96.6955,9.21688E+21,62.899906518551500,54.18137222506850,5.76055,0.1234
48,437018.6790706140,117.63350000000000,4.09768E+21,3.416252794858610,554.561862988539,2.56105,0.002
49,467412.15286715100,200.0225,1.496824E+22,11.796413839996800,20.584958699953700,9.35515,0.0094
50,439035.86564094500,202.9805,1.26124E+22,2.6239164364505100,66.93449636867870,7.882750000000000,0.0082
51,295869.36525140000,178.5625,1.248568E+22,28.148159288178900,38.676752381296200,7.80355,0.012
52,23861.624108794900,290.5315,1.332664E+22,1.9945732947758400,7.612897806855840,8.32915,0.1593
53,16394.56885263570,171.1385,9.28456E+21,10.438786133723500,3.857891417321450,5.80285,0.152
54,126969.67267809400,60.8515,6.4852E+21,6.630556803827930,8.034336181471410,4.05325,0.0126
55,22136.043521669300,31.6485,6.50392E+21,1.4023292735363900,2.975431798407550,4.06495,0.0719
56,27765.14846105510,94.23050000000000,6.91E+21,14.049148401847400,62.899906518551500,4.31875,0.0621
57,31702.97366952720,192.3665,4.37272E+21,1.0958471941902600,8.893034968131750,2.7329500000000000,0.0284
58,47435.11960856960,182.07150000000000,7.99864E+21,903.1294409622510,856.9391807817330,4.99915,0.0438
59,218927.3398228480,169.39850000000000,4.90552E+21,897.5321207567840,1.9509673436559800,3.06595,0.005
60,29559.698495045900,145.7055,1.12732E+22,2.9164195444021700,21.074146752967000,7.045750000000000,0.1061
61,368213.74823089300,33.417500000000000,7.95688E+21,7.853260434076580,879.7312108127430,4.973050000000000,0.0057
62,156063.017570255,71.7265,6.5572E+21,1.6782242798796400,303.4240493932500,4.09825,0.0104
63,583579.4629417320,169.10850000000000,1.67704E+21,172.44475912793900,15.273902008197200,1.04815,0.0001
64,12288.531865785100,122.9405,7.0108E+21,25.412652626836000,18.17816327887540,4.38175,0.1428
65,22682.974262244700,253.29550000000000,2.5684E+21,28.265065746737700,6.778755971192470,1.60525,0.0139
66,54563.22101663910,181.2885,1.398904E+22,18.11548642859270,150.40074932558100,8.74315,0.0737
67,346019.04248294900,65.4045,4.33096E+21,723.0194825640340,22.659483169370100,2.70685,0.0027
68,12192.703139700400,250.5985,9.89656E+21,437.57247965184500,88.17592006982250,6.185350000000000,0.2206
69,426874.29129297400,229.7765,1.111912E+22,800.8478242124770,322.21815011779100,6.949450000000000,0.0073
70,68438.42399195380,215.7115,7.0396E+21,1.4995121878436400,4.1366616490848700,4.39975,0.0259
71,223305.79830264100,67.69550000000000,7.80856E+21,71.03133874444000,39.6780207311673,4.88035,0.0091
72,77179.15155850130,159.42250000000000,5.20072E+21,212.74041397173700,166.705527467121,3.25045,0.0152
73,61560.196864489600,48.4685,1.248136E+22,63.642905742627200,50.286336823288000,7.8008500000000000,0.0574
74,230621.61016970600,280.6135,1.364488E+22,242.2423104287880,3.865894517917500,8.52805,0.017
75,497622.4899734700,87.5605,1.283848E+22,581.6342869858950,52.777644077542400,8.02405,0.0074
76,23621.09357083570,190.5975,9.43E+21,111.75063510291100,4.205813396469530,5.893750000000000,0.1075
77,87196.69012870740,250.48250000000000,1.151944E+22,25.3250318370157,14.34333031591460,7.199650000000000,0.037
78,142659.27086477500,212.37650000000000,9.8836E+21,227.0126194776190,1.550065320732750,6.177250000000000,0.0189
79,954333.1283085360,75.26450000000000,6.73E+21,3.7501617509292700,128.75081890414800,4.206250000000000,0.0018
80,28411.881849832400,179.4325,1.369096E+22,2.4828472404879800,640.250608650242,8.55685,0.138
81,797810.9633536670,103.13350000000000,7.50904E+21,3.495022693464610,1.4526132457954800,4.69315,0.0025
82,71597.85310819610,236.6785,8.15848E+21,8.299463131146980,6.192271646521110,5.09905,0.0298
83,59717.27748672400,187.92950000000000,9.44728E+21,22.164094848433000,23.35877158941350,5.90455,0.0427
84,10029.978451983300,96.46350000000000,1.146616E+22,522.5766494133490,4.365660908756390,7.16635,0.3189
85,189801.6571875720,50.237500000000000,1.579048E+22,858.123904201202,260.4653759136250,9.86905,0.0243
86,72493.6555587399,188.74150000000000,9.43432E+21,590.5409250299410,14.06857143151920,5.896450000000000,0.0351
87,484953.39049834200,192.80150000000000,3.68008E+21,3.6278556630408100,14.653791232376900,2.30005,0.0015
88,26393.6832236573,256.5435,1.35988E+22,158.61709802832500,4.658541835776890,8.49925,0.1474
89,771791.5155850130,87.1545,1.186504E+22,4.916431584090660,17.854594858735700,7.415650000000000,0.0044
90,674994.136121949,202.83550000000000,3.20488E+21,698.9562618161000,149.15918440666900,2.00305,0.0009
91,20403.280490797200,293.1125,1.234024E+22,255.8291335775580,6.755383363817840,7.71265,0.1707
92,76050.13686927010,222.87450000000000,1.300408E+22,3.1619136104551600,2.4101828952743300,8.12755,0.0487
93,51368.868542272500,104.5545,9.8332E+21,786.049688623716,1.2435120555305000,6.14575,0.052
94,828895.9162731060,95.99950000000000,1.371688E+22,12.152062653716800,1.3241890735173800,8.57305,0.0048
95,10599.856845091700,99.3055,1.451032E+22,7.268587116950580,26.10658106161560,9.068950000000000,0.3948
96,411055.06128117500,162.38050000000000,1.355848E+22,111.05803882660200,121.32491619522900,8.47405,0.0095
97,406162.6650090740,55.283500000000000,1.569544E+22,475.3899540834220,9.372382403964620,9.80965,0.0113
98,45404.61526048470,127.14550000000000,1.055896E+22,4.58828092042677,2.1181172639485500,6.599350000000000,0.064
99,104351.81327286200,67.81150000000000,2.43448E+21,5.924476757208290,55.20138826753470,1.52155,0.0027
100,131371.1494960060,108.6725,1.549672E+22,1.6156601004978700,12.202533258010500,9.685450000000000,0.0344
101,156494.8319224870,259.6465,1.046824E+22,56.74792681823310,314.0870279115490,6.54265,0.0185
102,102636.06662641500,293.40250000000000,6.89848E+21,172.32567964175200,131.53762617636900,4.31155,0.0168
103,33861.017171303200,167.1365,3.7636E+21,47.28789695812790,65.20036095027510,2.3522500000000000,0.0208
104,99106.01186478320,40.7545,1.512232E+22,628.8542494715800,8.101212049620850,9.451450000000000,0.0443
105,32636.23111913170,41.1605,8.062E+21,5.7312585380792900,2.204702527598960,5.03875,0.0643
106,16846.124267740500,240.99950000000000,1.031272E+22,29.6039730379197,714.5785902403990,6.445450000000000,0.1677
107,17064.75274221600,196.8325,1.357864E+22,51.7308959249628,8.88689399846699,8.486650000000000,0.2276
108,42884.46534968210,72.3355,1.469464E+22,749.4626597473950,389.08993805029500,9.18415,0.099
109,19957.21793992640,21.9625,1.560328E+22,860.498266965658,6.044355506449430,9.75205,0.2275
110,353101.8557237590,72.88650000000000,4.4764E+21,14.960634055143000,152.17734401759900,2.79775,0.0027
111,16439.93136221320,153.01350000000000,1.394584E+22,8.202571033045360,708.1903424268500,8.71615,0.2434
112,717959.5885446750,244.07350000000000,1.368376E+22,35.698502625305800,1.5890955079691400,8.55235,0.0056
113,379053.05394288500,141.7905,7.03816E+21,55.89204499447230,4.116707399200230,4.39885,0.0047
114,124997.11805783700,218.8725,1.017736E+22,4.243752036160830,5.4418930211778,6.36085,0.0223
115,394911.69934897500,60.3295,2.4172E+21,34.08395631464410,189.6924300120810,1.51075,0.0008
116,32923.045333340700,45.539500000000000,1.325176E+22,7.847837467196550,4.977943923773570,8.282350000000000,0.1148
117,648186.5274740790,101.97350000000000,1.521736E+22,898.152328168695,106.69645741055000,9.510850000000000,0.0069
118,14746.875033173500,132.2495,1.203496E+22,5.1957709809180500,17.76846863483260,7.521850000000000,0.2294
